Datetime,Global_active_power_min,Global_active_power_mean,Global_active_power_max,Global_reactive_power_min,Global_reactive_power_mean,Global_reactive_power_max,Voltage_min,Voltage_mean,Voltage_max,Global_intensity_min,Global_intensity_mean,Global_intensity_max,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_other,Sub_metering_total
2007-01-05,0.222,1.8842805555555555,5.73,0.0,0.12024583333333333,0.554,230.48,240.49576388888892,248.18,1.0,7.885138888888889,24.8,0.0,15.0,536.0,1384.0,1935.0
2007-01-06,0.234,1.047484722222222,8.044,0.0,0.13346388888888888,0.638,226.32,239.67305555555555,247.98,1.0,4.543888888888889,35.6,0.0,37.0,1064.0,358.0,1459.0
2007-01-07,0.24,1.6997361111111111,7.774,0.0,0.17088472222222223,0.622,227.85,240.90248611111113,248.98,1.0,7.282638888888889,33.8,0.0,16.0,589.0,273.0,878.0
2007-01-08,0.216,1.5565,4.97,0.0,0.14414444444444446,0.716,232.16,239.5769513888889,246.05,1.0,6.551666666666667,21.2,0.0,18.0,1079.0,235.0,1332.0
2007-01-09,0.202,1.2979541666666667,8.67,0.0,0.14392222222222223,0.778,230.61,240.48752083333335,247.28,0.8,5.521111111111111,37.2,0.0,0.0,0.0,240.0,240.0
2007-01-10,0.212,1.496388888888889,6.836,0.0,0.15864722222222222,0.596,231.95,241.02745138888892,247.91,1.0,6.357777777777779,29.6,0.0,63.0,187.0,234.0,484.0
2007-01-11,0.21,1.5661069444444444,7.754,0.0,0.1597361111111111,0.704,228.76,241.1556875,248.58,0.8,6.658333333333333,34.0,0.0,35.0,0.0,273.0,308.0
2007-01-12,0.206,1.014788888888889,6.478,0.0,0.13829166666666665,0.518,234.53,241.53820833333336,247.96,0.8,4.309166666666666,27.4,0.0,19.0,0.0,537.0,556.0
2007-01-13,0.212,2.2130652777777775,9.272,0.0,0.2019,0.834,226.53,239.28361111111113,246.92,1.0,9.453055555555554,40.4,0.0,0.0,613.0,241.0,854.0
2007-01-14,0.202,2.0902126476719944,7.64,0.0,0.1578318276580959,0.76,229.86,238.8218485059069,244.72,0.8,8.968311327310632,32.8,0.0,40.0,249.0,3024.0,3313.0
2007-01-15,0.208,1.4921375,5.896,0.0,0.12143055555555557,0.582,232.06,241.2409097222222,247.46,0.8,6.261527777777778,25.2,0.0,0.0,1076.0,255.0,1331.0
2007-01-16,0.212,1.1711138888888888,5.57,0.0,0.12876944444444444,0.842,234.18,241.94475694444446,248.32,0.8,4.975972222222222,23.2,0.0,104.0,0.0,252.0,356.0
2007-01-17,0.206,1.977561111111111,8.0,0.0,0.13941111111111112,0.822,231.43,241.00525,247.78,0.8,8.283888888888889,34.2,0.0,25.0,0.0,251.0,276.0
2007-01-18,0.212,1.2649041666666667,6.808,0.0,0.12341111111111111,0.616,232.64,240.89359722222224,247.07,0.8,5.3425,28.6,0.0,19.0,1079.0,269.0,1367.0
2007-01-19,0.198,1.0280833333333335,6.132,0.0,0.11809166666666666,0.528,231.77,240.16094444444445,247.18,0.8,4.37625,25.8,0.0,0.0,0.0,273.0,273.0
2007-01-20,0.218,2.1762027777777777,8.658,0.0,0.16552916666666667,0.678,226.33,238.8674722222222,246.9,1.0,9.348055555555556,38.2,0.0,0.0,0.0,1699.0,1699.0
2007-01-21,0.206,2.366154166666667,8.018,0.0,0.15953888888888887,0.638,224.68,238.96811805555558,246.17,0.8,10.190694444444444,35.6,0.0,26.0,0.0,1320.0,1346.0
2007-01-22,0.212,1.5142319444444445,7.722,0.0,0.1171125,0.582,230.67,241.60313194444444,247.72,0.8,6.355277777777778,33.2,0.0,26.0,0.0,259.0,285.0
2007-01-23,0.202,1.2344722222222222,6.036,0.0,0.09602777777777778,0.558,234.1,242.76255555555556,249.18,0.8,5.260833333333333,25.4,0.0,689.0,642.0,683.0,2014.0
2007-01-24,0.212,2.074898611111111,7.248,0.0,0.12365277777777778,0.596,232.74,241.45769444444446,247.37,0.8,8.733611111111111,31.0,0.0,25.0,403.0,1388.0,1816.0
2007-01-25,0.206,1.1085722222222223,5.832,0.0,0.10011111111111111,0.596,232.82,243.42436111111112,250.89,0.8,4.629305555555556,25.2,0.0,25.0,281.0,265.0,571.0
2007-01-26,0.208,1.1235916666666665,5.024,0.0,0.09923749999999999,0.648,235.77,242.77179166666667,249.52,0.8,4.721388888888889,20.8,0.0,24.0,0.0,244.0,268.0
2007-01-27,0.214,1.4194944444444444,6.204,0.0,0.10294583333333332,0.592,233.92,241.61656944444442,247.63,0.8,5.949861111111111,25.8,36.0,0.0,0.0,450.0,486.0
2007-01-28,0.224,2.147466296038916,7.552,0.0,0.10656845031271717,0.616,230.43,240.30478804725504,249.33,1.0,9.133703961084086,33.0,0.0,1278.0,507.0,1353.0,3138.0
2007-01-29,0.222,1.37685,4.908,0.0,0.11506666666666666,0.692,231.85,240.9295972222222,249.51,1.0,5.788888888888889,21.0,0.0,0.0,0.0,241.0,241.0
2007-01-30,0.228,1.1859708333333334,6.166,0.0,0.1256486111111111,0.874,232.98,241.84087499999998,248.6,1.0,5.028194444444445,25.8,0.0,0.0,85.0,269.0,354.0
2007-01-31,0.226,1.6414944444444444,6.59,0.0,0.12915833333333332,0.718,231.12,239.92113194444443,246.91,1.0,6.923611111111111,28.2,0.0,14.0,0.0,527.0,541.0
2007-02-01,0.222,1.2671944444444445,7.482,0.0,0.10435000000000001,0.5,233.05,240.3921388888889,245.73,1.0,5.3325000000000005,32.0,0.0,0.0,0.0,245.0,245.0
2007-02-02,0.22,1.15815,5.448,0.0,0.09690416666666667,0.38,234.59,240.3343888888889,246.57,1.0,4.870833333333334,23.0,0.0,0.0,467.0,264.0,731.0
2007-02-03,0.236,2.7984180555555556,7.904,0.0,0.17071111111111112,0.76,227.5,238.91019444444444,246.74,1.0,11.815972222222221,34.6,0.0,29.0,1054.0,2600.0,3683.0
2007-02-04,0.22,2.4971805555555555,7.698,0.0,0.12950972222222223,0.64,230.19,239.63333333333333,246.51,1.0,10.565416666666668,32.4,764.0,49.0,1052.0,3177.0,5042.0
2007-02-05,0.222,1.1425555555555555,5.816,0.0,0.10224166666666668,0.562,233.52,240.81031249999998,246.02,1.0,4.820416666666667,24.2,0.0,79.0,0.0,300.0,379.0
2007-02-06,0.214,0.8843611111111112,4.816,0.0,0.09900416666666667,0.45,233.19,241.26415972222225,248.84,1.0,3.7719444444444448,20.2,0.0,28.0,93.0,252.0,373.0
2007-02-07,0.218,1.6166791666666667,6.694,0.0,0.12340833333333333,0.796,230.38,241.14969444444444,248.28,1.0,6.791666666666667,28.4,0.0,32.0,0.0,246.0,278.0
2007-02-08,0.216,1.2509819444444443,5.58,0.0,0.09645555555555554,0.624,233.34,241.79730555555554,248.2,1.0,5.248333333333334,23.6,0.0,29.0,0.0,242.0,271.0
2007-02-09,0.218,1.1251375000000001,6.146,0.0,0.10976805555555556,0.574,234.57,241.74044444444445,248.37,1.0,4.727222222222222,25.4,0.0,15.0,0.0,285.0,300.0
2007-02-10,0.254,1.964811111111111,6.88,0.0,0.1340097222222222,0.688,229.44,240.0368263888889,246.29,1.2,8.303749999999999,30.2,0.0,46.0,0.0,298.0,344.0
2007-02-11,0.252,2.4800194444444443,7.426,0.0,0.1418847222222222,0.82,228.51,239.5061458333333,245.73,1.0,10.526805555555557,31.4,0.0,31.0,0.0,2263.0,2294.0
2007-02-12,0.222,1.3038958333333333,6.514,0.0,0.09493333333333334,0.446,231.09,240.09850000000003,247.2,1.0,5.503472222222222,27.4,0.0,40.0,1072.0,295.0,1407.0
2007-02-13,0.214,0.9823236111111111,4.972,0.0,0.09352638888888888,0.424,231.85,241.16685416666667,247.58,1.0,4.14375,20.8,0.0,0.0,0.0,244.0,244.0
2007-02-14,0.212,1.735188888888889,6.008,0.0,0.14062916666666667,0.662,229.94,240.3753888888889,247.85,0.8,7.315138888888888,25.2,0.0,62.0,0.0,254.0,316.0
2007-02-15,0.246,1.3787125,7.234,0.0,0.11525277777777777,0.646,229.89,240.66922222222223,247.05,1.0,5.820277777777778,30.8,0.0,0.0,0.0,391.0,391.0
2007-02-16,0.252,1.182311111111111,6.316,0.0,0.1053375,0.39,229.4,240.82094444444442,248.99,1.2,5.0465277777777775,27.0,0.0,0.0,1075.0,462.0,1537.0
2007-02-17,0.214,1.4423,7.33,0.0,0.16595,0.806,232.44,239.31603472222224,247.07,1.0,6.129166666666666,31.6,0.0,60.0,1065.0,358.0,1483.0
2007-02-18,0.226,2.6595569444444447,7.16,0.0,0.17744583333333333,0.764,229.74,239.17080555555557,246.08,1.0,11.238888888888889,30.8,635.0,22.0,773.0,3004.0,4434.0
2007-02-19,0.218,1.5184819444444444,7.682,0.0,0.12262777777777778,0.38,227.73,239.78958333333333,246.47,1.0,6.442222222222222,34.0,0.0,68.0,0.0,270.0,338.0
2007-02-20,0.25,2.18745,8.374,0.0,0.1299708333333333,0.434,230.68,239.86544444444445,245.31,1.0,9.168472222222222,35.8,0.0,61.0,0.0,2398.0,2459.0
2007-02-21,0.21,1.4394958333333332,8.974,0.0,0.13185416666666666,0.644,230.04,240.46096527777777,245.7,0.8,6.0744444444444445,39.2,0.0,37.0,0.0,254.0,291.0
2007-02-22,0.252,2.3431696801112656,9.41,0.0,0.0959346314325452,0.498,223.49,238.62353963838666,244.97,1.0,9.870792767732963,41.8,120.0,0.0,98.0,1741.0,1959.0
2007-02-23,0.206,0.9121388888888889,5.468,0.0,0.1037111111111111,0.644,232.08,240.68596527777777,245.79,0.8,3.825416666666667,23.6,0.0,74.0,676.0,239.0,989.0
2007-02-24,0.204,0.4964736111111111,2.464,0.0,0.0848625,0.35,232.92,239.86310416666666,245.94,0.8,2.0858333333333334,10.2,0.0,0.0,0.0,352.0,352.0
2007-02-25,0.21,0.3484305555555556,1.536,0.0,0.07898333333333334,0.372,236.81,241.6815486111111,247.7,0.8,1.462222222222222,6.4,0.0,0.0,0.0,248.0,248.0
2007-02-26,0.21,0.3947805555555556,1.558,0.0,0.07519444444444444,0.388,234.91,241.27359027777777,247.83,0.8,1.658888888888889,6.6,0.0,24.0,238.0,243.0,505.0
2007-02-27,0.21,0.35979999999999995,1.47,0.0,0.07861388888888889,0.36,237.75,242.94427083333332,247.85,0.8,1.5245833333333334,6.2,0.0,0.0,0.0,222.0,222.0
2007-02-28,0.21,0.36164861111111113,1.486,0.0,0.07873055555555555,0.38,235.27,242.15959027777777,247.79,0.8,1.5284722222222222,6.2,0.0,27.0,0.0,237.0,264.0
2007-03-01,0.208,0.3594194444444444,1.472,0.0,0.07474166666666666,0.378,234.41,241.3214027777778,246.98,0.8,1.508888888888889,6.2,0.0,0.0,0.0,219.0,219.0
2007-03-02,0.208,0.35811666666666664,1.468,0.0,0.0743111111111111,0.368,234.0,240.59159722222225,247.04,0.8,1.5068055555555557,6.2,0.0,32.0,0.0,223.0,255.0
2007-03-03,0.206,0.5688347222222222,4.242,0.0,0.09374444444444444,0.364,232.6,241.28808333333336,247.29,0.8,2.401111111111111,18.0,0.0,0.0,0.0,254.0,254.0
2007-03-04,0.208,1.4518749999999998,10.67,0.0,0.12200138888888888,0.628,229.72,240.0297986111111,245.35,0.8,6.158194444444444,46.4,0.0,2.0,0.0,225.0,227.0
2007-03-05,0.208,1.8474527777777776,9.486,0.0,0.14302499999999999,0.656,231.2,240.03090972222222,244.8,0.8,7.840277777777778,40.8,0.0,44.0,0.0,275.0,319.0
2007-03-06,0.202,0.865625,6.508,0.0,0.12926944444444444,0.498,231.59,240.98806944444445,246.95,0.8,3.6956944444444444,27.6,0.0,11.0,0.0,251.0,262.0
2007-03-07,0.204,1.6494486111111113,5.98,0.0,0.11888888888888888,0.672,231.7,240.3235625,247.15,0.8,6.935,25.8,0.0,38.0,277.0,319.0,634.0
2007-03-08,0.224,1.0917583333333334,6.354,0.0,0.13014166666666666,0.818,230.65,240.66542361111112,245.89,1.0,4.665138888888889,27.0,0.0,84.0,0.0,254.0,338.0
2007-03-09,0.22,0.8837583333333334,5.444,0.0,0.08280416666666666,0.408,233.97,240.88846527777778,246.17,1.0,3.73125,23.2,0.0,0.0,0.0,241.0,241.0
2007-03-10,0.22,1.7254944444444444,6.35,0.0,0.16911666666666667,0.77,228.89,239.80283333333335,245.66,1.0,7.341944444444445,27.0,0.0,34.0,0.0,266.0,300.0
2007-03-11,0.228,2.417108333333333,7.142,0.0,0.12039861111111111,0.744,233.49,240.00729166666667,245.78,1.0,10.121527777777779,30.6,0.0,34.0,0.0,2389.0,2423.0
2007-03-12,0.216,1.3546305555555556,6.078,0.0,0.0933486111111111,0.436,230.3,240.55871527777776,247.19,1.0,5.728472222222222,25.6,0.0,35.0,0.0,241.0,276.0
2007-03-13,0.212,0.8959333333333334,5.77,0.0,0.08799861111111111,0.456,230.41,240.89796527777779,245.28,0.8,3.8056944444444443,24.8,0.0,47.0,0.0,228.0,275.0
2007-03-14,0.224,1.2453916666666667,6.114,0.0,0.10939027777777777,0.63,226.98,240.77729166666666,246.38,1.0,5.2675,25.8,0.0,76.0,0.0,317.0,393.0
2007-03-15,0.21,1.3088986111111112,4.574,0.0,0.11064305555555555,0.4,229.98,240.28049305555552,246.11,0.8,5.523194444444444,19.2,0.0,34.0,0.0,520.0,554.0
2007-03-16,0.222,1.1819819444444446,5.342,0.0,0.09042222222222222,0.36,229.46,239.52713194444445,245.36,1.0,4.992361111111111,22.8,0.0,26.0,0.0,732.0,758.0
2007-03-17,0.206,1.4083958333333333,5.642,0.0,0.08824166666666666,0.502,228.55,238.22465277777778,246.01,0.8,5.946111111111111,23.8,0.0,0.0,0.0,490.0,490.0
2007-03-18,0.226,1.6465597222222221,7.994,0.0,0.1676736111111111,0.656,231.38,241.04781944444443,248.6,1.0,7.007916666666667,34.4,0.0,24.0,0.0,258.0,282.0
2007-03-19,0.214,1.4948041666666667,7.452,0.0,0.10053055555555557,0.576,230.96,240.49709027777777,248.06,1.0,6.281944444444444,31.8,560.0,49.0,0.0,250.0,859.0
2007-03-20,0.216,1.4487694444444446,6.55,0.0,0.11449305555555556,0.596,230.76,240.8156388888889,247.97,0.8,6.151249999999999,28.0,0.0,25.0,0.0,253.0,278.0
2007-03-21,0.218,1.487563888888889,5.88,0.0,0.09918750000000001,0.638,231.35,240.98664583333334,248.02,1.0,6.237222222222223,24.6,0.0,43.0,1074.0,254.0,1371.0
2007-03-22,0.202,1.010401388888889,5.744,0.0,0.07904583333333333,0.356,229.3,241.76352777777777,248.68,0.8,4.223055555555556,25.0,353.0,338.0,1081.0,266.0,2038.0
2007-03-23,0.204,0.9090333333333334,4.314,0.0,0.08297777777777778,0.548,230.05,241.64547916666666,247.38,0.8,3.80375,18.0,0.0,33.0,1085.0,241.0,1359.0
2007-03-24,0.2,2.0614097222222223,7.186,0.0,0.13265555555555555,0.656,228.42,239.70447222222222,249.0,0.8,8.703333333333333,31.4,0.0,35.0,0.0,213.0,248.0
2007-03-25,0.242,2.318362751911049,7.918,0.0,0.16398332175121613,0.86,230.93,240.0327588603197,247.42,1.0,9.722307157748435,34.2,0.0,35.0,30.0,2280.0,2345.0
2007-03-26,0.218,0.9833902777777779,5.804,0.0,0.11178194444444445,0.498,231.53,241.3368125,249.64,1.0,4.183055555555556,24.2,0.0,35.0,949.0,247.0,1231.0
2007-03-27,0.212,0.7674583333333334,5.938,0.0,0.10536527777777778,0.584,229.21,240.60197916666664,247.61,1.0,3.296527777777778,25.8,0.0,35.0,0.0,245.0,280.0
2007-03-28,0.218,1.6207625,6.714,0.0,0.13647083333333335,0.716,229.66,240.4446111111111,247.03,1.0,6.854583333333333,28.4,0.0,27.0,0.0,238.0,265.0
2007-03-29,0.212,1.1044486111111111,6.49,0.0,0.13798333333333332,0.57,232.19,240.5366875,247.01,0.8,4.676805555555556,27.6,0.0,10.0,0.0,274.0,284.0
2007-03-30,0.214,0.9738847222222222,5.098,0.0,0.12578333333333333,0.408,231.26,241.03922916666667,247.14,1.0,4.189583333333333,21.2,0.0,52.0,0.0,266.0,318.0
2007-03-31,0.308,2.4371597222222223,7.098,0.0,0.16076666666666667,0.76,231.17,239.26077083333334,246.13,1.4,10.264722222222222,30.2,0.0,19.0,0.0,335.0,354.0
2007-04-01,0.222,1.9346888888888887,8.16,0.0,0.1406611111111111,0.838,230.05,240.02448611111112,246.56,1.0,8.149444444444445,35.0,507.0,31.0,1063.0,698.0,2299.0
2007-04-02,0.206,1.3616513888888888,6.338,0.0,0.12106666666666667,0.598,231.09,240.46011805555557,246.64,0.8,5.71263888888889,27.0,0.0,10.0,1077.0,254.0,1341.0
2007-04-03,0.21,1.1408472222222221,7.928,0.0,0.11719444444444443,0.624,228.02,240.50495833333335,247.48,0.8,4.84625,34.4,0.0,19.0,39.0,241.0,299.0
2007-04-04,0.212,1.4249083333333332,6.266,0.0,0.11966527777777779,0.72,232.32,240.33178472222224,247.31,0.8,5.98625,26.4,0.0,0.0,0.0,259.0,259.0
2007-04-05,0.21,1.2806097222222221,8.102,0.0,0.16981805555555557,0.562,229.31,241.1731041666667,247.58,0.8,5.491527777777778,35.4,0.0,27.0,0.0,260.0,287.0
2007-04-06,0.224,1.111902777777778,5.812,0.0,0.09945416666666666,0.594,234.67,241.18445138888887,246.15,1.0,4.688611111111111,24.6,0.0,43.0,955.0,277.0,1275.0
2007-04-07,0.216,1.079113888888889,5.44,0.0,0.09634027777777777,0.364,232.21,240.37859027777776,245.85,1.0,4.564583333333333,23.0,0.0,10.0,0.0,949.0,959.0
2007-04-08,0.208,1.1172333333333333,3.598,0.0,0.0943625,0.388,233.42,240.34918055555556,245.8,0.8,4.719861111111111,15.0,0.0,54.0,371.0,2339.0,2764.0
2007-04-09,0.21,0.6950833333333333,3.766,0.0,0.1111875,0.424,235.0,240.55048611111113,244.81,0.8,2.974583333333333,15.8,0.0,48.0,0.0,240.0,288.0
2007-04-10,0.212,0.5398361111111112,3.076,0.0,0.10343055555555555,0.462,235.24,240.8137013888889,245.5,0.8,2.347361111111111,12.8,0.0,21.0,0.0,248.0,269.0
2007-04-11,0.212,0.6163069444444444,2.906,0.0,0.13364305555555556,0.418,236.44,241.1548263888889,246.27,0.8,2.61875,12.8,0.0,86.0,1067.0,311.0,1464.0
2007-04-12,0.21,0.37340694444444444,1.542,0.0,0.10264722222222224,0.344,236.9,240.25606249999998,244.1,0.8,1.5979166666666667,6.4,0.0,60.0,0.0,249.0,309.0
2007-04-13,0.21,0.3826541666666667,1.466,0.0,0.10530555555555554,0.346,236.84,240.05048611111113,243.53,0.8,1.6433333333333333,6.2,0.0,45.0,0.0,259.0,304.0
2007-04-14,0.212,0.38490833333333335,1.526,0.0,0.1080625,0.36,234.69,240.31314583333332,244.24,0.8,1.6513888888888888,6.4,0.0,34.0,0.0,246.0,280.0
2007-04-15,0.122,0.5042805555555555,3.906,0.0,0.11912777777777779,0.518,235.57,240.23668750000002,245.98,0.6,2.1865277777777776,16.4,0.0,17.0,0.0,254.0,271.0
2007-04-16,0.124,0.6613819444444444,6.026,0.0,0.12921805555555557,0.548,233.96,240.6571388888889,244.67,0.6,2.8724999999999996,25.4,0.0,26.0,0.0,164.0,190.0
2007-04-17,0.14,0.8498152777777778,6.41,0.0,0.15163472222222224,0.65,232.63,240.19566666666668,245.53,0.6,3.6908333333333334,27.8,0.0,25.0,0.0,226.0,251.0
2007-04-18,0.122,0.6932263888888889,6.054,0.0,0.11473888888888888,0.72,234.24,240.14677777777777,244.86,0.6,2.9954166666666664,25.8,0.0,8.0,0.0,1044.0,1052.0
2007-04-19,0.128,0.7143458333333332,5.798,0.0,0.10393055555555555,0.58,233.53,240.42984027777777,245.96,0.6,3.055833333333333,24.8,0.0,24.0,0.0,517.0,541.0
2007-04-20,0.118,0.5712361111111112,5.814,0.0,0.10114305555555557,0.398,234.84,240.13289583333332,244.73,0.6,2.494861111111111,24.6,0.0,23.0,0.0,164.0,187.0
2007-04-21,0.112,1.162261111111111,7.336,0.0,0.14767916666666667,0.656,228.82,239.21323611111112,245.22,0.6,5.035694444444444,32.0,0.0,13.0,0.0,146.0,159.0
2007-04-22,0.138,1.5511902777777777,6.958,0.0,0.1855513888888889,0.714,230.62,239.60888194444442,245.46,0.6,6.688472222222222,29.8,0.0,19.0,0.0,314.0,333.0
2007-04-23,0.104,0.7323375,4.676,0.0,0.09419444444444444,0.37,227.45,237.23564583333334,243.87,0.6,3.264166666666666,19.6,0.0,16.0,0.0,335.0,351.0
2007-04-24,0.108,0.716736111111111,5.638,0.0,0.09393333333333334,0.358,229.17,235.3449236111111,241.38,0.6,3.1448611111111116,24.6,0.0,21.0,0.0,203.0,224.0
2007-04-25,0.106,0.8778902777777778,4.602,0.0,0.11439999999999999,0.392,229.3,234.94111111111113,239.87,0.4,3.858055555555556,20.0,0.0,5.0,0.0,189.0,194.0
2007-04-26,0.106,0.8857402777777778,5.394,0.0,0.11361527777777777,0.366,225.33,234.7872986111111,241.13,0.6,3.92375,23.8,0.0,58.0,0.0,146.0,204.0
2007-04-27,0.104,0.7599527777777778,4.658,0.0,0.11245,0.514,229.26,235.21616666666668,239.69,0.4,3.3125,20.4,0.0,0.0,290.0,135.0,425.0
2007-04-28,0.488,1.0827619047619048,1.478,0.084,0.1361904761904762,0.218,232.43,233.98619047619047,236.24,2.2,4.6380952380952385,6.4,0.0,18.0,0.0,349.0,367.0
2007-04-29,,,,,,,,,,,,,,,,,
2007-04-30,0.138,0.73059375,3.966,0.0,0.12451041666666668,0.502,228.49,234.87003472222224,240.03,0.6,3.239236111111111,17.2,0.0,0.0,0.0,0.0,0.0
2007-05-01,0.126,1.1554569444444445,6.096,0.0,0.12611666666666668,0.662,224.62,234.6787013888889,239.63,0.6,5.073333333333333,27.0,0.0,16.0,0.0,259.0,275.0
2007-05-02,0.122,0.6968652777777777,5.76,0.0,0.11117500000000001,0.638,231.22,235.58207638888888,240.42,0.6,3.1415277777777777,24.8,0.0,9.0,0.0,346.0,355.0
2007-05-03,0.106,0.7571097222222223,4.712,0.0,0.10482083333333334,0.4,226.77,235.1348888888889,239.97,0.6,3.307638888888889,20.4,780.0,1095.0,0.0,326.0,2201.0
2007-05-04,0.112,0.6931444444444445,5.702,0.0,0.12134722222222223,0.448,226.75,235.71019444444443,241.58,0.6,3.0780555555555553,24.6,0.0,14.0,0.0,143.0,157.0
2007-05-05,0.11,1.0854527777777778,5.642,0.0,0.12090416666666667,0.55,227.77,235.03502083333333,241.02,0.6,4.736111111111111,24.4,464.0,34.0,0.0,128.0,625.0
2007-05-06,0.13,1.4597944444444444,6.126,0.0,0.12662222222222222,0.528,225.56,234.4096527777778,238.98,0.6,6.409027777777778,26.6,0.0,1.0,166.0,888.0,1055.0
2007-05-07,0.118,1.1414333333333333,7.572,0.0,0.11730416666666667,0.54,225.55,234.5369722222222,239.4,0.6,4.980972222222222,33.2,0.0,0.0,845.0,169.0,1014.0
2007-05-08,0.128,1.2425638888888888,7.672,0.0,0.12611944444444445,0.858,226.09,234.9062361111111,239.08,0.6,5.356388888888889,33.4,0.0,16.0,0.0,862.0,878.0
2007-05-09,0.116,1.1567611111111111,6.356,0.0,0.12741944444444445,0.52,227.47,234.8737222222222,239.79,0.6,5.056111111111111,27.8,0.0,1.0,0.0,169.0,170.0
2007-05-10,0.112,0.4915861111111111,4.276,0.0,0.11688472222222222,0.594,230.87,235.79625694444442,241.34,0.6,2.2068055555555555,18.2,0.0,21.0,0.0,150.0,171.0
2007-05-11,0.11,0.6799680555555555,4.724,0.0,0.09173333333333333,0.368,229.88,235.22975694444443,240.7,0.6,3.027638888888889,20.6,0.0,0.0,0.0,151.0,151.0
2007-05-12,0.148,1.0010875000000001,7.172,0.0,0.14525833333333332,0.638,227.37,234.72290277777776,239.81,0.6,4.360555555555555,31.2,0.0,55.0,105.0,171.0,331.0
